u;g;r;i;z;specobjid;redshift;plate;mjd;class
1637136;1476484;1422739;1407195;139889;288000000000000000000000;-7.29E-05;2558;54140;STAR
1876134;1727291;1674922;1659132;1647496;288000000000000000000000;-0.000172935;2558;54140;STAR
1772557;165077;1611247;1597783;1592708;288000000000000000000000;4.18E-05;2558;54140;STAR
1770918;1677318;1649644;1638192;1634623;288000000000000000000000;0.000645126;2558;54140;STAR
1779889;1690706;1653008;1638745;1630119;288000000000000000000000;0.000777288;2558;54140;STAR
1942352;1808814;175851;1741209;1734603;288000000000000000000000;0.000105949;2558;54140;STAR
1949485;1774386;1693079;1661019;1640522;288000000000000000000000;0.000220751;2558;54140;STAR
1910102;1789368;1717626;1678514;1647559;32500000000000000000000;0.1560981;289;51990;GALAXY
1908999;1787979;1730001;1691738;1672677;32400000000000000000000;0.07909836;288;52000;GALAXY
1632657;1479158;141052;1375229;1346165;32400000000000000000000;0.02549985;288;52000;GALAXY
1958891;1864184;1849889;1846553;1845593;289000000000000000000000;-0.000120104;2568;54153;STAR
1920085;1808511;1769779;1742061;1729814;32400000000000000000000;0.04204269;288;52000;GALAXY
1891914;1802611;1780632;1771907;1772131;288000000000000000000000;0.000557983;2558;54140;STAR
176936;1632069;1580393;156132;1553206;288000000000000000000000;0.000325267;2558;54140;STAR
1835066;1741139;1718135;1708709;1708965;288000000000000000000000;-3.05E-05;2558;54140;STAR
180996;171742;1683233;1670185;1666806;32600000000000000000000;0.000185148;289;51990;STAR
1638773;149501;1443486;142691;1419747;288000000000000000000000;-4.30E-05;2558;54140;STAR
189836;1752731;1699701;167796;1666278;288000000000000000000000;8.97E-05;2558;54140;STAR
1691041;1545433;1485858;1464869;1453447;288000000000000000000000;8.83E-05;2558;54140;STAR
1826847;1798774;1777489;1765078;1751534;32600000000000000000000;1974752;289;51990;QSO
1709046;1547887;1481628;1452759;1437151;288000000000000000000000;3.88E-05;2558;54140;STAR
1892344;1786703;1740125;1719161;1712352;28800000000000000000000;0.000351364;2558;54140;STAR
1854043;1763641;1735255;1725576;1717422;28800000000000000000000;8.27E-05;2558;54140;STAR
1903382;1815575;1795118;1786144;1788585;289000000000000000000000;0.000480309;2568;54153;STAR
1871259;1632915;1508869;1458182;1427226;28800000000000000000000;-5.95E-06;2558;54140;STAR
1881766;1749303;1691854;1668079;1658296;288000000000000000000000;-0.000470792;2558;54140;STAR
1857371;177188;1739374;1728585;1726827;28800000000000000000000;0.000180701;2558;54140;STAR
1740626;1587684;1526237;1503957;1492599;28800000000000000000000;-8.99E-05;2558;54140;STAR
1953823;1769941;1698525;1667076;164375;28800000000000000000000;0.000759523;2558;54140;STAR
1804444;1612702;1544266;1523283;1512825;288000000000000000000000;4.77E-05;2558;54140;STAR
1855765;1635182;1545455;150802;1485069;28800000000000000000000;8.09E-05;2558;54140;STAR
1680133;1534514;1481955;1464411;1458058;288000000000000000000000;-7.73E-05;2558;54140;STAR
1743725;1598773;1543505;1524584;1517689;288000000000000000000000;-6.67E-05;2558;54140;STAR
1878979;174279;1668736;1628967;159906;32600000000000000000000;0.1129216;289;51990;GALAXY
1709137;1598284;1562553;1550242;1546309;271000000000000000000000;3.34E-05;2409;54210;STAR
1886026;172778;1666154;1642111;1629518;269000000000000000000000;0.000289836;2389;54213;STAR
1891458;1797609;1769784;1755495;1749273;288000000000000000000000;0.000308735;2559;54208;STAR
1700254;1535527;1473952;1450755;1440796;288000000000000000000000;1.47E-05;2559;54208;STAR
1717881;1556593;1490381;1466557;1454323;288000000000000000000000;4.90E-05;2559;54208;STAR
1860262;1707502;1649357;1632896;1627352;269000000000000000000000;4.41E-05;2389;54213;STAR
1905238;1792345;1728963;1689301;1665988;31000000000000000000000;0.1602088;275;51910;GALAXY
1939531;1749907;1676746;165326;1640905;269000000000000000000000;5.94E-05;2389;54213;STAR
185481;173771;1671891;1630875;1606784;31000000000000000000000;0.08583559;275;51910;GALAXY
1890212;1783956;1745825;1733062;1729042;269000000000000000000000;-3.29E-06;2389;54213;STAR
1650787;153139;148865;1474076;1470757;271000000000000000000000;-4.45E-05;2409;54210;STAR
1728613;1636086;1602538;1589519;158609;288000000000000000000000;7.93E-05;2559;54208;STAR
1899146;1707726;1612667;1569658;1536008;31000000000000000000000;0.08484705;275;51910;GALAXY
1900578;1789613;1737406;1702465;1681729;31000000000000000000000;0.08506283;275;51910;GALAXY
1796859;1645618;1587957;1570021;1563861;288000000000000000000000;-6.33E-05;2559;54208;STAR
1814537;1698603;1657416;164543;1640801;269000000000000000000000;0.000220861;2389;54213;STAR
1903796;1735102;1656406;1619586;1590696;31000000000000000000000;0.03836075;275;51910;GALAXY
1955911;1767387;1670643;1632966;1603905;31000000000000000000000;0.07696021;275;51910;GALAXY
19151;1745303;1678522;1656231;1645795;288000000000000000000000;5.11E-05;2559;54208;STAR
1876022;1771995;1728579;1709315;1700772;269000000000000000000000;0.000160757;2389;54213;STAR
1673108;1534196;1481329;1463843;1456427;288000000000000000000000;2.93E-05;2559;54208;STAR
1918309;1828044;1797188;1791156;1787715;432000000000000000000000;0.00021777;3834;56014;STAR
178964;1612725;1540752;1512172;1497763;288000000000000000000000;0.000417742;2559;54208;STAR
1881566;174146;168651;1667896;1657537;269000000000000000000000;5.10E-06;2389;54213;STAR
185321;1763211;1732061;1721326;1718259;269000000000000000000000;0.000431994;2389;54213;STAR
1952808;1867979;1839561;182954;18216;271000000000000000000000;0.000371594;2409;54210;STAR
1705778;1601044;1569783;1558869;1556961;288000000000000000000000;8.16E-06;2559;54208;STAR
158452;1478328;1448869;1440722;143887;288000000000000000000000;-7.60E-05;2559;54208;STAR
1924702;1771808;1713476;169424;1685483;288000000000000000000000;-7.98E-05;2559;54208;STAR
1933036;1750834;1678476;1653942;1640915;288000000000000000000000;0.000115074;2559;54208;STAR
1877364;1753109;1697743;166258;1641043;3100000000000000000000;0.07662232;275;51910;GALAXY
1659492;1513649;1459052;1440143;1434641;288000000000000000000000;3.53E-05;2559;54208;STAR
1637205;1543852;1510226;1496795;1492506;288000000000000000000000;0.000423333;2559;54208;STAR
1644267;1535777;1523907;1523717;1531003;288000000000000000000000;-0.000151586;2559;54208;STAR
1923675;1829424;1800808;1791335;1788959;271000000000000000000000;0.000689084;2409;54210;STAR
1837125;1636699;1560569;1536293;1525285;288000000000000000000000;-3.10E-05;2559;54208;STAR
194854;181999;176562;1740889;1729086;288000000000000000000000;0.000578048;2559;54208;STAR
1923702;1837381;1806147;1793892;179211;271000000000000000000000;0.000937404;2409;54210;STAR
1865073;170002;1617196;1569725;1535611;31000000000000000000000;0.08180232;275;51910;GALAXY
1928355;1729447;1652981;1623584;1607176;269000000000000000000000;2.92E-05;2389;54213;STAR
1907102;180139;1751009;1731524;1723491;288000000000000000000000;0.000755086;2559;54208;STAR
1827637;1653353;157278;1534265;1504055;31000000000000000000000;0.06747919;275;51910;GALAXY
1892278;1743406;1685969;1665171;1652776;288000000000000000000000;0.000465222;2559;54208;STAR
1949018;1869087;1840932;1798627;1787467;31000000000000000000000;0.08137379;275;51910;GALAXY
1677757;1579099;1565251;1561812;1564404;269000000000000000000000;0.000652362;2389;54213;STAR
175054;1580306;1514073;14883;1474835;288000000000000000000000;8.63E-05;2559;54208;STAR
1673909;1550358;1500279;148113;147381;288000000000000000000000;0.0009889;2559;54208;STAR
191247;1739795;1675752;1651347;163906;269000000000000000000000;0.000246799;2389;54213;STAR
1746768;1551855;1464059;1421238;1386848;31000000000000000000000;0.0385065;275;51910;GALAXY
1914289;1758933;1722007;1697656;1692214;31000000000000000000000;0.05014241;275;51910;GALAXY
1949632;1759388;1667482;1625166;1595042;30400000000000000000000;0.09504843;270;51909;GALAXY
1945274;1762178;1668552;1627155;159206;30400000000000000000000;0.09546287;270;51909;GALAXY
1845212;1689779;1604317;1565277;1535365;30400000000000000000000;0.09588677;270;51909;GALAXY
1930342;1738579;1642225;1599919;1564936;30400000000000000000000;0.09656405;270;51909;GALAXY
1927068;185268;1812876;1775474;1772392;30400000000000000000000;0.1375496;270;51909;GALAXY
18951;1708533;1611569;1569776;1533339;30400000000000000000000;0.09537001;270;51909;GALAXY
1789386;1611245;1534051;1500042;1470411;30400000000000000000000;0.09642068;270;51909;GALAXY
1870498;1723423;165517;1618321;1591227;30400000000000000000000;0.06256203;270;51909;GALAXY
1899524;1787855;1719045;1682093;1656422;30400000000000000000000;0.1512586;270;51909;GALAXY
1859652;1728157;1671329;1636005;1612741;30400000000000000000000;0.05838413;270;51909;GALAXY
1795627;1646152;1572164;1530538;150177;3040000000000000000000;0.06864782;270;51909;GALAXY
1904204;1787724;1745017;1721807;1722886;30400000000000000000000;0.05841528;270;51909;GALAXY
1735868;1626491;1591327;1579312;1579815;30400000000000000000000;-8.45E-05;270;51909;STAR
1788942;1655713;1610999;159643;1589903;30400000000000000000000;-0.000145414;270;51909;STAR
1873601;1659921;1556108;1512695;1477491;30400000000000000000000;0.098474;270;51909;GALAXY
1952077;1750807;1652395;1608269;1573608;30400000000000000000000;0;270;51909;GALAXY
1933492;1725626;1632616;1591549;1554986;30400000000000000000000;0.08873131;270;51909;GALAXY
1818003;1607295;1508006;1462374;1425727;30500000000000000000000;0.09037467;271;51883;GALAXY
1912968;1753014;1670312;1630732;1600915;30400000000000000000000;0.09169753;270;51909;GALAXY
1886843;1742523;1659959;1616429;1583184;30500000000000000000000;0.09730428;271;51883;GALAXY
1868823;1760337;1732386;1712174;1700394;30400000000000000000000;0.0463312;270;51909;GALAXY
1952407;1815866;1744809;1707915;168003;30400000000000000000000;0.09289638;270;51909;GALAXY
193824;1843046;1816253;1806108;180092;431000000000000000000000;3.09E-05;3831;55543;STAR
1928799;1744256;1654024;1612604;1578613;30400000000000000000000;0.09554408;270;51909;GALAXY
1790158;1698052;1675042;1665792;1664194;431000000000000000000000;0.000116237;3831;55543;STAR
1934353;1801985;1720665;1678012;1649426;30500000000000000000000;0.1442524;271;51883;GALAXY
1909596;1707662;1616983;1572136;1534942;30500000000000000000000;0.05991426;271;51883;GALAXY
1944706;1806446;1747818;1714834;1689766;30500000000000000000000;0.1043095;271;51883;GALAXY
1910702;1907256;1879198;1864582;1807549;30500000000000000000000;0.3372652;271;51883;QSO
1903104;1846669;1811303;1804101;1743849;30500000000000000000000;0.3449105;271;51883;QSO
1858894;1737458;1694893;167297;1677008;30500000000000000000000;0.03401261;271;51883;GALAXY
1940503;1748724;1653689;1608374;157189;30500000000000000000000;0.0655472;271;51883;GALAXY
1950942;175641;1660739;1610064;1576186;30500000000000000000000;0.06103761;271;51883;QSO
1910797;1757482;1677922;1637828;1608525;30500000000000000000000;0.09604297;271;51883;GALAXY
186479;1666485;1559894;1512062;1485318;30500000000000000000000;0.06358586;271;51883;GALAXY
1894769;1879742;1865749;1860048;1873997;30500000000000000000000;140169;271;51883;QSO
1879575;1857321;1855136;1835209;1830321;30500000000000000000000;1812651;271;51883;QSO
1906688;1869043;1851842;1841969;1817964;3050000000000000000000;2137572;271;51883;QSO
1923177;1746849;1654995;1602666;1561895;30600000000000000000000;0.0610805;272;51941;GALAXY
1956517;1764734;1672979;1629004;159327;30500000000000000000000;0.06397337;271;51883;GALAXY
1935042;1761593;1672431;1621484;1582124;3060000000000000000000;0.06570753;272;51941;GALAXY
1874892;1690716;1595795;1548473;1508246;30600000000000000000000;0.06359103;272;51941;GALAXY
1919234;1733534;1635525;1585395;1551435;30500000000000000000000;0.09228784;271;51883;GALAXY
1909539;1811292;1778169;1765197;1757892;431000000000000000000000;0.00048925;3831;55543;STAR
1879426;1834404;1825214;183229;1819995;3060000000000000000000;0.8181214;272;51941;QSO
1837732;1688301;1628039;1594014;1578495;30500000000000000000000;0.04713511;271;51883;GALAXY
1910244;1763602;1690735;1652213;1625722;30500000000000000000000;0.06346736;271;51883;GALAXY
1918205;1714069;1610541;1568298;1529503;3050000000000000000000;0.1253822;271;51883;GALAXY
1843279;166275;1571816;1525928;1488557;30500000000000000000000;0.05594477;271;51883;GALAXY
1907583;1758162;1695899;1670053;1653613;288000000000000000000000;0.001075843;2559;54208;STAR
1815939;1646312;1580274;1557366;1545408;288000000000000000000000;3.33E-05;2559;54208;STAR
1872703;1726665;1667284;1644205;1630302;288000000000000000000000;0.000481111;2559;54208;STAR
1870255;1728837;166527;1640006;1624515;288000000000000000000000;0.000377808;2559;54208;STAR
1700017;1558659;1504507;148149;1470066;288000000000000000000000;0.000494897;2559;54208;STAR
1797968;1657929;1581588;1538484;1500796;31100000000000000000000;0.03808302;276;51909;GALAXY
1767043;1620217;15636;1544809;1532646;269000000000000000000000;0.000152524;2389;54213;STAR
1947097;174802;1658447;1617016;1581771;31100000000000000000000;0.06308059;276;51909;GALAXY
1948088;179746;1734453;1711736;1698896;269000000000000000000000;7.34E-05;2389;54213;STAR
1949037;182175;1742162;1697952;1668882;31100000000000000000000;0.1156367;276;51909;GALAXY
191655;1807046;1821098;1837862;1857238;27100000000000000000000;0.000592458;2409;54210;STAR
1761348;1607891;1548947;1528356;1518689;288000000000000000000000;0.000190312;2559;54208;STAR
1722627;1545379;1481873;1459723;1448447;269000000000000000000000;4.71E-05;2389;54213;STAR
1908307;1767275;1696354;1657325;1628621;31100000000000000000000;0.0597514;276;51909;GALAXY
1936181;1816825;1762504;1739792;1729436;269000000000000000000000;0.000488068;2389;54213;STAR
1779835;1635954;1567576;1528575;149844;31100000000000000000000;0.03730522;276;51909;GALAXY
1700784;1607094;1573836;1560719;1555462;288000000000000000000000;0.00071068;2559;54208;STAR
1592846;1575834;1568789;1579105;152599;31100000000000000000000;0.3589468;276;51909;QSO
1930481;182557;1784356;1756442;1736537;31100000000000000000000;0.0485734;276;51909;GALAXY
1921506;1841121;1832756;1830601;1812276;432000000000000000000000;2684319;3835;55570;QSO
1785959;1618301;1556699;1537634;1528177;288000000000000000000000;-5.05E-05;2559;54208;STAR
1842401;1648616;1558818;1516028;1482537;31100000000000000000000;0.04899042;276;51909;GALAXY
1904675;178448;1728803;1695378;1677695;31100000000000000000000;0.0823582;276;51909;GALAXY
1958491;1857561;1767808;1722836;1693699;31100000000000000000000;0.223468;276;51909;GALAXY
1787044;1675399;1634901;1619393;1613444;288000000000000000000000;-1.70E-05;2559;54208;STAR
1898361;1783656;1732091;1711787;1700929;31100000000000000000000;0.000114978;276;51909;STAR
1911032;1806835;176618;1734074;1725613;31100000000000000000000;0.08386619;276;51909;GALAXY
1864009;1705594;1625369;1580932;1548454;31100000000000000000000;0.08434325;276;51909;GALAXY
1933939;1772716;1690447;1645859;1614578;31100000000000000000000;0.08470514;276;51909;GALAXY
1933625;1910618;1884022;1888604;1881327;31100000000000000000000;1061694;276;51909;QSO
189978;1840489;1794253;1756832;1747339;31100000000000000000000;1564207;276;51909;QSO
1856139;1676052;1606365;1581395;1568069;31100000000000000000000;-2.91E-06;276;51909;STAR
1912334;1821254;1786785;1773203;1768303;425000000000000000000000;0.000758047;3772;55277;STAR
1913235;17135;1620414;1577855;1545024;31100000000000000000000;0.07515175;276;51909;GALAXY
1863928;1840783;1872516;1896407;1911441;432000000000000000000000;-0.000113937;3835;55570;STAR
1792957;1620432;153285;1484212;1448557;3110000000000000000000;0.0747895;276;51909;GALAXY
1895534;1708021;1613205;1565296;1525118;31100000000000000000000;0.05176416;276;51909;GALAXY
1839349;1653366;1556921;15092;1471846;31100000000000000000000;0.07376982;276;51909;GALAXY
1819049;1685052;1612945;1567529;1538433;31100000000000000000000;0.07545097;276;51909;GALAXY
1897626;1803446;1768962;1757739;1752023;425000000000000000000000;4.03E-06;3772;55277;STAR
1932554;173354;164046;1597445;1563738;31200000000000000000000;0.07552451;277;51908;GALAXY
1885297;1748134;1686091;1648637;1623463;31100000000000000000000;0.05539397;276;51909;GALAXY
1878915;1753583;1691396;1653786;1629176;31100000000000000000000;0.07356068;276;51909;GALAXY
1957764;1862945;1826413;1810023;1802482;425000000000000000000000;6.50E-05;3772;55277;STAR
1903454;1784141;1734953;1701541;1687057;31100000000000000000000;0.0755645;276;51909;GALAXY
1893401;1778166;1713355;1673445;1651227;31100000000000000000000;0.0910571;276;51909;GALAXY
1943435;1826325;1779818;1746311;1727473;31200000000000000000000;0.0750734;277;51908;GALAXY
190634;1896466;1883459;1865398;1854942;31200000000000000000000;1955735;277;51908;QSO
1886893;1777161;1727226;1692198;1676753;31200000000000000000000;0.09644709;277;51908;GALAXY
1929643;1830095;1797338;1786088;1778991;330000000000000000000000;-0.000309939;2934;54626;STAR
